X,Depth,R110,R111,R112,R113,R114,R115,R116,R117,R118,R119
87.75,4.78,258.02,246.23,249.9,247.33,244.97,243.21,242.57,240.86,251.64,243.23
89.25,4.78,199.15,186.55,191.88,194.07,188.37,178.52,186.59,177.25,193.65,179.69
90.75,4.78,160.98,142.12,146.47,148.5,145.94,133.48,143.39,147.38,147.17,136.54
92.25,4.78,151.27,133.93,137.97,132.25,135.8,132.42,133.31,148.18,137.86,133.99
93.75,4.78,133.8,129.01,129.73,119.28,127.78,128.96,124.63,141.81,130.17,130.81
95.25,4.78,112.66,116.59,117.3,108.49,114.65,115.77,111.91,124.58,117.58,121.05
96.75,4.78,94.6,99.19,100.66,96.21,98.56,96.95,96.8,104.91,100.73,103.98
98.25,4.78,85.48,89.72,92.75,92.66,90.77,87.12,90.04,95,92.19,93.47
99.75,4.78,82.02,79.89,83.4,89.45,81.55,77.79,81.79,83.45,83.2,80.12
101.25,4.78,93.73,87.07,88.42,98.38,89.44,82.58,87.36,88.95,90.19,82.54
102.75,4.78,130.85,139.87,133.99,134.17,141.75,124.33,130.13,138.67,138.77,128.8
104.25,4.78,195.94,231.23,217.65,190.88,227.6,200.05,205.34,226.87,221.49,216.94
105.75,4.78,204.53,228.89,213.94,177.01,216.69,208.27,207.53,221.38,213.73,225.6
107.25,4.78,96.47,103.79,93.15,74.2,95.6,100.73,94.8,93,93.07,106.93
108.75,4.78,33.52,29.43,29.21,25.85,28.62,30.91,28.79,26.75,27.85,30.56
110.25,4.78,42.94,40.54,48.75,46.02,42.95,47.9,45.12,42.35,43.52,41.16
111.75,4.78,169.61,253.62,302.43,275.32,269.83,309.78,299.49,258.48,276.33,248.06
113.25,4.78,135.18,130.51,134.97,169.25,131.63,149.63,168.92,138.86,147.93,139.31
114.75,4.78,111.35,70.96,60.79,86.98,67.32,63.31,69.21,69.12,65.92,63.94
116.25,4.78,125.7,92.64,83.03,94.24,91.53,86.69,88.53,85.37,88.43,91.54
117.75,4.78,82.06,72.85,70.9,67.97,74.55,73.07,74.42,71.82,75.09,77.28
119.25,4.78,54.19,57.34,59.23,51.09,59.04,59.31,60.41,57.44,60.89,60.9
120.75,4.78,44.97,51.37,55.02,47.3,52.5,52.39,54.63,51.97,54.26,52.66
122.25,4.78,55.93,64.91,69.13,61.45,65.21,65.95,68.4,64.95,67.38,65.4
123.75,4.78,86.82,101.39,104.5,96.08,100.96,103.71,105.95,99.45,102.26,102.13
125.25,4.78,107.59,140.28,144.88,128.7,141.11,150.54,145.34,136.76,139.99,138.1
126.75,4.78,74.47,103.42,110.09,93.95,105.61,115.65,107.91,104.75,104.49,98.97
128.25,4.78,56.96,78.14,84.9,71.54,80.12,88.93,82.83,80.38,80.42,75.58
129.75,4.78,54.94,74.17,80.58,66.63,74.99,85.07,78.06,75.33,76.08,72.89
131.25,4.78,63.58,85.02,90.72,73.56,84.35,95.9,87.21,86.22,85.3,83.97
132.75,4.78,90.25,109.21,115.37,99.64,108.1,118.94,110.46,108.34,108.95,107.48
134.25,4.78,139.37,157.84,167.1,149.83,157.79,160.82,159.03,155.17,158.89,155.17
135.75,4.78,187.03,208.98,221.32,205.28,212.08,207.47,212.9,204.8,214.15,209.61
137.25,4.78,137.21,150.54,152.17,154.48,154.96,148.75,155.94,148.19,153.16,155.76
138.75,4.78,95.55,102.99,103.1,110.03,106,103.74,106.92,102.96,104.31,106.09
140.25,4.78,95.49,105.88,108.14,110.38,107.83,108.73,108.15,108.86,106.66,105.56
141.75,4.78,104.69,118,120.89,118.04,119.08,122.39,119.18,121.05,118.47,115.5
143.25,4.78,105.22,115.04,115.68,114.09,114.89,117.44,116.04,114.85,115.23,113.42
144.75,4.78,103.69,107.83,107.22,109.1,107.34,107.55,109.06,108.13,108.94,108.89
146.25,4.78,114.27,113.24,112.78,116.56,113.2,112.02,114.92,113.18,115.46,116.3
147.75,4.78,106.44,103.97,103.01,101.69,103.59,101.45,105.09,103.67,104.07,102.59
149.25,4.78,107.76,104.08,101.74,100.55,102.48,102.19,103.19,103.03,102.42,99.89
150.75,4.78,121.48,116.71,112.87,113.68,114.76,116.01,115.04,114.87,113.89,111.9
152.25,4.78,143.97,133.59,130.01,135.8,131.92,133.16,131.4,133.48,131.34,130.83
153.75,4.78,176.32,160.3,158.58,166.27,158.94,160.88,158.29,163.94,159.44,161.09
155.25,4.78,256.82,230.39,228.23,238.37,230.03,229.54,228.44,229,232.19,242.19
156.75,4.78,322.39,292.68,290.13,297.53,293.28,284.73,294.58,273.76,298.76,318.73
158.25,4.78,288.05,249.96,247.76,253.56,251.36,245.01,255.97,247.76,251.54,262.53
159.75,4.78,250,206.83,205.44,210.52,208.03,215,214.32,216.53,204.06,203.66
161.25,4.78,242.22,187.13,183.59,196.29,188.25,204.87,196.36,190.93,182.27,173.05
162.75,4.78,263.43,233.53,229.15,219.86,232.53,256.28,238.98,225.44,222.56,207.31
164.25,4.78,320.43,296.61,296.67,288.78,292.1,321.11,302.48,275.02,280.49,257.23
165.75,4.78,376.1,385.94,385.66,367.25,373.52,384.88,386.23,332.33,362.95,350.82
167.25,4.78,394.59,437.42,438.98,399.26,423.93,413.93,438.35,376.78,421.41,425.32
168.75,4.78,199.28,240.34,239.43,203.12,232.02,235.58,239.26,223.76,229.93,241.58
12.75,5.93,159.96,46.32,53.48,59.1,70.44,43.03,43.59,31.72,25.31,101.56
14.25,5.93,364.42,75.42,97.58,120.15,140.8,60.28,68.38,39.03,37.72,143.04
15.75,5.93,418.95,90.32,129.18,142.16,173.05,66.72,98.61,47.16,58.49,139.59
17.25,5.93,413.08,98.9,129.36,148.54,175.27,95.36,174.66,70.58,125.96,122.95
18.75,5.93,632.89,172.35,190.37,227.52,259.55,220.21,366.86,155.26,303.59,218.77
20.25,5.93,1083.6,377.47,314.12,421.21,464.56,491.88,668.01,330.96,609.51,492.36
21.75,5.93,1446,577.35,367.48,591.91,623.18,566.4,771.95,401.23,737.79,608.25
23.25,5.93,1459,597.44,360.41,617.61,620.15,434.88,690.24,339.58,646.11,527.87
24.75,5.93,1199.5,506.22,346.73,541.19,529.18,301.2,543.48,249.85,510.54,477.78
26.25,5.93,877.53,393.02,307.07,436.75,422.48,207.56,398.02,189.16,390.82,443.24
27.75,5.93,675.7,356.89,286.33,426.47,391.68,199.74,318.3,169.84,321.5,325.18
29.25,5.93,580.78,358.82,280.76,438.18,386.76,254.62,286.95,185.34,233.22,252.71
30.75,5.93,475.11,321.09,264.62,317.29,299.37,249.28,255.64,195.13,191.41,223.27
32.25,5.93,386.51,341.31,297.35,334.27,339.33,241.98,259.66,210.72,246.5,218.27
33.75,5.93,344.47,494.25,396.96,513.82,550.42,353.27,372.77,270.56,425.77,235.97
35.25,5.93,328.36,723.11,541.54,782.36,862.87,560.28,561.97,365.14,649.78,261.76
36.75,5.93,310.1,769.46,581.87,873.02,913.96,708.43,672.02,403.18,769.47,310.84
38.25,5.93,247.99,501.11,455.04,648.33,605.43,600.52,552.31,387.87,613.51,322.82
39.75,5.93,186.81,279.53,318.49,389.9,323.28,392.4,332.16,363.28,409.94,316.16
41.25,5.93,195.52,214.02,325.08,307.82,242.74,369.28,280.9,415.32,420.97,333.65
42.75,5.93,323.61,312.58,555.09,463.99,386.22,531.81,414.04,583.19,746.5,428.47
44.25,5.93,548.36,595.44,884.7,870.25,784.61,787.34,676.13,772.99,1077.3,570.64
45.75,5.93,651.47,867.29,949.3,1065.2,1127.1,894.24,826.17,831.5,991.21,668.55
47.25,5.93,549.4,883.43,794.46,779.18,952.12,838.31,797.58,677.86,707.61,707.99
48.75,5.93,368.81,631.24,571.42,487.49,609.21,597.68,643.44,509.61,455.97,609.74
50.25,5.93,225.69,321.28,295.53,287.25,302.13,343.36,375.38,342.09,270.64,399.33
51.75,5.93,133.64,120.4,126.04,152.21,124.94,144.32,162.41,153.22,132.98,177.01
53.25,5.93,83.16,60.12,73.75,88.22,67.02,72.96,80.51,82.42,83.37,85.9
54.75,5.93,67.43,66.17,79.45,72.72,71.81,75.26,75.63,79.9,81.11,80.32
56.25,5.93,87.97,125.93,132.19,88.16,124.63,139.94,125.41,124.18,114.6,134.78
57.75,5.93,140.82,245.42,271.68,149.33,237.69,241.27,237.37,220.96,218,227.32
59.25,5.93,115.78,284.06,398.92,202.26,299.28,259.34,268.29,311.95,355.85,224.66
60.75,5.93,43.04,103.16,166.8,78.89,115.18,117.14,101.69,182.75,162.7,86.03
62.25,5.93,42.1,28.58,41.12,24.65,27.47,30.75,23.82,66.83,37.98,31.7
63.75,5.93,119.73,24.27,18.94,20.83,18.17,19.13,16.09,34.45,21.06,35.29
65.25,5.93,62.58,16.25,11.87,12.24,13.64,13.75,12.78,15.54,13.27,19.15
66.75,5.93,32.51,24.84,20.76,12.25,22.6,22.52,23.67,17.72,20.99,23.27
68.25,5.93,43.2,85.9,78.98,31.52,78.71,77.96,91.95,55.83,76.98,73.24
69.75,5.93,180.13,343.48,317.44,152.28,316.41,304.46,367.86,228.84,307.9,290.52
71.25,5.93,680.98,921.3,867.97,582.19,836.17,828.73,927.64,691.37,825.79,804.24
72.75,5.93,1206.2,1243.6,1243.1,1210.1,1134.1,1181.7,1170,1127.5,1152.7,1157.2
74.25,5.93,1031.9,905.89,949.71,1363.7,874.74,941.02,845.63,912.2,900.54,892.62
75.75,5.93,567.64,474.67,503.86,964.53,496.81,529.22,463.34,479.21,506.1,484.98
77.25,5.93,353.77,294.48,310.27,619.08,320.32,333.75,298.21,293.89,324.29,312.32
78.75,5.93,269.43,229.03,237.13,426.01,248.81,253.96,238.65,235.72,251.53,253.75
80.25,5.93,233.53,210.45,215.79,310.98,221.41,228.11,221.65,224.23,223.24,247.19
81.75,5.93,217.77,212.39,214.95,246.07,217.33,224.77,220.78,238.86,214.44,257.73
83.25,5.93,209,211.44,211.41,208.49,213.61,225.72,213.28,243.05,207.67,252.54
84.75,5.93,202.44,198.19,192.96,182.6,198.15,210.01,194.03,221.66,192.75,221.18
86.25,5.93,212.51,207.09,203.37,194,203.99,214.95,199.42,214.76,207,220.97
87.75,5.93,189.29,191.4,190.26,181.8,187.51,185.09,183.5,181.48,191.29,188.37
89.25,5.93,161.18,158.64,161.56,154.56,156.68,150.23,154.2,149.3,160.7,151.59
90.75,5.93,146.71,137.06,141.64,132.2,136.98,130.3,134.44,140.58,138.61,132.1
92.25,5.93,142.25,131.64,137.06,122.83,130.56,130.51,127.45,145.59,133.56,131.99
93.75,5.93,132.51,128.18,131.26,117.28,125.76,128.76,121.07,143.51,129.71,131.83
95.25,5.93,119.52,118.46,120.94,114.22,116.46,117.55,111.11,129.8,121.03,124.28
96.75,5.93,109.53,104.76,107.14,111.56,104.75,101.38,99.94,113.4,108.46,109.87
98.25,5.93,106.49,94.67,97.69,112.48,97.15,89.96,92.83,101.59,99.42,97.09
99.75,5.93,112.39,91.45,94.01,116.58,95.29,86.11,90.77,95.93,96.86,89.83
101.25,5.93,133.6,108.08,106.97,129.5,112.61,99.37,104.2,109.48,112.19,101.92
102.75,5.93,167.15,153.13,143.21,149.18,155.91,135.7,138.66,148.85,150.98,142.8
104.25,5.93,182.88,185.67,169.16,148.33,182.1,164.79,162.28,176.07,175.24,179.82
105.75,5.93,127.88,129.74,118.77,94.33,122.96,121.88,115.35,122.45,120.04,134.86
107.25,5.93,51.47,49.51,46.91,36.84,46.73,50.13,45.91,46.99,46.11,54.44
108.75,5.93,22.33,20.32,22.04,18.7,20.27,22.39,20.68,20.84,20.4,22.41
110.25,5.93,29.36,33.36,41.31,36.15,35.24,39.91,37.66,37.67,36.46,35.07
111.75,5.93,90.61,138.07,169.5,148.81,146.41,168.1,163.35,154.32,152.59,137.55
113.25,5.93,155.42,171.87,179.58,200.02,172.55,188.23,203.89,186.75,185.65,173.52
114.75,5.93,203.67,150.14,131.85,165.98,143.02,137.55,149.97,149.73,143.78,142.74
116.25,5.93,221.41,149.51,127.21,144.63,143.55,133.43,140.13,140.54,140.82,149.4
117.75,5.93,155.61,113.47,101.6,102.25,111.72,105.11,109.44,109.05,111.9,119.66
119.25,5.93,98.23,81.74,78.38,72.27,81.56,78.11,81.78,79.84,83.56,86.81
120.75,5.93,69.69,65.14,66.08,58.87,65.18,62.22,66.8,64.6,67.25,67.12
122.25,5.93,65.17,66.88,69.38,61.79,66.58,64.68,69.08,66.27,68.46,66.86
123.75,5.93,75.1,83.08,85.43,77.64,82.8,82.27,85.94,82.03,83.23,81.72
125.25,5.93,85.11,103.92,108,98.06,105.11,108.66,107.58,103.18,104.08,100.46
126.75,5.93,78.96,102.5,108.69,97.95,105.52,112.1,106.94,104.13,104.04,97.62
128.25,5.93,73.98,96.38,103.97,93.36,99.76,107.84,101.34,99.62,99.45,92.86
129.75,5.93,76.86,98.71,106.85,94.38,101.2,110.9,102.71,101.74,101.9,96.65
131.25,5.93,88.3,111.14,119.01,103.18,112.36,122.09,113,114.61,113.03,110.07
132.75,5.93,111.39,130.22,138.08,123.05,131.18,138.03,130.29,130.66,131.57,129.78
134.25,5.93,141.25,154.92,163.12,150.53,157.23,154.88,154.68,151.89,157.62,155.6
135.75,5.93,158.15,168.57,176.02,170.19,173.4,165.04,170.76,163.33,174.04,173.28
137.25,5.93,132.2,140.6,141.65,146.99,146.22,138.21,144.93,136.42,143.35,146.99
138.75,5.93,108.2,116.82,116.56,125.71,121.48,118.18,121.14,115.31,118.3,121.79
140.25,5.93,104.79,116.95,117.8,124.99,120.65,121.73,120.65,119.05,118.1,119.31
141.75,5.93,110.07,124.52,126.12,130.21,127.13,131.7,127.85,127.66,125.75,125.15
143.25,5.93,113.09,125.13,125.9,129.59,126.14,131.22,128.59,126.13,126.51,125.93
144.75,5.93,112.13,119.54,119.61,124.08,119.47,122.93,123.32,120.33,121.64,121.76
146.25,5.93,110.76,114.81,114.65,117.75,114.47,116.84,118.85,114.01,116.9,117.23
147.75,5.93,103.42,107.3,107,105.1,106.54,107.9,110.84,106.88,107.85,106.47
149.25,5.93,102.29,105.96,105.28,101.84,104.53,107.48,108.08,105.86,105.3,102.63
150.75,5.93,110.84,113.16,111.68,109.89,111.55,115.73,114.09,113.35,111.6,109.19
152.25,5.93,128.22,125.2,124.5,127.24,123.97,127.82,125.09,127.96,124.63,123.24
153.75,5.93,157.42,146.89,147.85,155.18,146.49,149.62,146.32,153.21,148.32,148.99
155.25,5.93,209.38,188.56,190.16,202.65,189.68,189.27,187.89,192.72,193.11,199.64
156.75,5.93,254.84,228.28,230.32,243.38,231.19,223.65,229.55,223.82,236.54,248.66
158.25,5.93,255.21,227.31,229.26,237.17,231.21,222.28,231.87,228.58,233.82,242.3
159.75,5.93,243.16,215.79,217.38,219.8,219.8,219.39,223.49,222.24,219.03,219.32
161.25,5.93,235.28,207.59,206.95,208.29,211.12,217.76,217.14,207.96,208.23,202.05
162.75,5.93,226.83,214.98,213.02,204.68,216.78,223.32,222.79,205.47,212.92,202.93
164.25,5.93,219.75,215.08,214.02,207.09,214.62,217.88,221.15,199.23,211.63,201
165.75,5.93,181.27,180.79,178.92,179.24,177.28,171.44,180.33,168.24,176.17,177.88
15.75,7.2,366.62,94.85,134.4,166.39,183.86,85.73,127.89,60.87,69.77,198.65
17.25,7.2,439.98,124.34,172.35,228.51,240.09,126.38,235.21,89.01,142.26,205.13
18.75,7.2,572.23,172.67,220.3,303.08,309.81,204.83,380.14,137.15,253.75,262.2
20.25,7.2,806.86,280.83,316.15,443.22,440.39,363.25,598.29,231.21,449.55,397.45
21.75,7.2,1015.6,404.71,406.3,578.41,558.26,483.72,739.95,315.19,606.1,507.11
23.25,7.2,1051.8,470.42,462.06,628.01,586.31,484.58,744.07,348.05,632.84,558.16
24.75,7.2,874.6,444.34,465.4,566.03,517.21,392,626.07,316.03,545.62,583.61
26.25,7.2,629.5,366.05,414.84,447.44,403.7,282.53,465.96,272.64,415.64,571.89
27.75,7.2,431.45,297.6,346.81,358.26,312.39,219.17,341.13,241.97,301.17,467.9
29.25,7.2,299.66,246.28,292.31,300.58,257.48,196.94,264.18,227.51,218.94,351.45
30.75,7.2,212.52,208.4,255.9,242.95,221.82,180.61,204.3,210.42,188.12,272.3
32.25,7.2,161.48,202.23,245.9,240.44,230.04,183.45,177.16,192.26,208.66,222.49
33.75,7.2,135.86,229.17,247.8,282.62,281.06,210.91,190.86,192.66,264.37,184.59
35.25,7.2,123.21,266.43,260.32,330.33,337.54,255.88,216.7,209.11,306.12,161.68
36.75,7.2,113.91,261.18,247.33,326.19,319.64,284.27,231.42,211.64,331.26,153.42
38.25,7.2,102.69,196.93,211.14,268.83,244.15,259.99,215.37,212.53,302.68,143.74
39.75,7.2,99.86,151.25,190.98,215.2,181.15,224.95,175.98,226.69,269.7,147.97
41.25,7.2,123.48,149.26,231.82,213.36,175.7,242.85,180.54,277.89,316.63,168.71
42.75,7.2,189.26,210.88,367.22,298.18,261.05,321.84,245.93,359.12,479.36,216.9
44.25,7.2,269.47,340.67,523.76,465.66,446.35,429.74,349.48,436.72,614.87,283.19
45.75,7.2,287.94,472.68,570.28,555.79,623.23,503.5,426.84,464.01,579.93,348.89
47.25,7.2,232.12,496.29,500.42,433.7,547.83,508.5,438.82,407.75,440.17,389.86
48.75,7.2,152.4,354.65,366.8,288.25,359.15,380.03,373.7,310.15,297.3,331.25
50.25,7.2,93.39,190.56,206.21,182.96,191.83,227.37,231.42,213.91,189.54,218.93
51.75,7.2,59.51,89.54,112.87,113.09,98.69,116.83,122.46,116,112.16,115.11
53.25,7.2,44.61,57.26,81.2,79.39,66.77,75.2,79.5,76.12,88.76,69.41
54.75,7.2,47.06,69.76,97.42,81.9,83.94,85.67,87.45,82.21,99.27,70.76
56.25,7.2,75.89,136.86,169.96,113.93,151.91,161.83,148.72,135.38,152.04,122.78
57.75,7.2,135.06,262.17,333.11,187.5,278.1,276.59,270.92,251.16,279.36,214.51
59.25,7.2,147.68,301.85,451.27,237.04,333.5,303.26,296.74,373.52,408.15,236.06
60.75,7.2,94.99,152.08,237.91,122.62,170.02,170.44,142.92,285.37,234.42,134.54
62.25,7.2,78.75,58.2,77.12,44.71,56.7,61.84,45.39,126.83,75.78,66.25
63.75,7.2,79.95,30.81,26.79,19.88,24.73,26.76,20.05,46.13,29.5,43.74
65.25,7.2,33.75,16.37,12.26,8.59,13.67,14.56,11.74,16.72,13.89,19.43
66.75,7.2,17.04,15.57,11.82,6.11,13.29,14.24,13.25,11.5,12.4,14.64
68.25,7.2,22.82,32.03,27.66,11.18,27.88,29.01,32.01,21.36,27.68,26.74
69.75,7.2,81.14,98.71,90.09,44.91,89.09,87.45,101.12,67.53,88.18,81.62
71.25,7.2,314.62,266.77,248.86,179.88,242.25,234.67,265.96,197.88,241.72,226.58
72.75,7.2,779.36,504.27,488.99,501.65,461.66,455.39,483.85,420.11,468.15,448.38
74.25,7.2,1073.5,636.54,644.21,911.49,607.14,616.12,602.76,580.75,623.27,594.32
75.75,7.2,936.76,586.27,609.73,1142.7,600.01,611.28,569.8,553.67,613.9,573
77.25,7.2,675.36,481.49,506.57,1029.7,517.74,520.24,482.12,460.49,526.96,493.85
78.75,7.2,489.97,400.23,415.93,788.13,436.83,427.57,408.3,393.91,438.87,434.06
80.25,7.2,374.35,346.3,351.75,559.06,371.98,359.87,353.41,350.66,367.21,401.09
81.75,7.2,300.26,307.65,303.07,393.92,321.88,307.39,307.66,324.39,310.1,371.96
83.25,7.2,247.58,267.69,256.52,285.68,273.35,263.06,258.68,286.35,259.76,323.12
84.75,7.2,207.55,223.16,207.67,213.06,222.61,215.8,208.78,232.81,211.7,255.34
86.25,7.2,189.69,198.85,188.11,184.6,194.03,192.15,184.03,197.7,192.63,215.12
87.75,7.2,170.89,179.6,174.23,165.39,173.47,169.07,167.2,168.4,174.56,180.12
89.25,7.2,155.57,158.7,158.75,147.54,153.43,150.38,150.45,149.14,155.72,154.55
90.75,7.2,149.24,146.42,149.67,134.73,142.59,142.14,140.69,146.92,143.55,143.47
92.25,7.2,146.86,142.32,147.34,130.21,138.31,143.45,135.94,151.89,140.79,143.38
93.75,7.2,141.54,138.94,142.65,130.13,135.2,141.93,130.65,150.76,139.03,143
95.25,7.2,134.76,130.64,133.66,133.31,128.6,131.61,122.3,139.68,133.28,136.03
96.75,7.2,131.07,118.76,121.06,137.05,119.48,116.2,112.7,125.68,123.45,122.67
98.25,7.2,133.15,108.85,111.02,140.12,112.54,103.94,105.37,114.03,114.74,109.52
99.75,7.2,141.38,105.7,106.85,140.99,110.9,100.01,102.96,108.39,111.83,102.86
101.25,7.2,152.09,113.22,110.99,137,118.33,106.45,107.98,112.76,117.04,108.24
102.75,7.2,151.04,122.73,115.48,121.48,125.11,114.87,112.86,118.39,121.19,118.49
104.25,7.2,120.18,106.64,98.31,88,105.07,101.9,96.48,101.09,101.51,107.97
105.75,7.2,66.2,60.67,56.83,46.73,58.48,60.93,56.01,58.31,57.4,65.91
107.25,7.2,27.92,25.67,25.59,21.3,25,27.32,24.94,25.91,25.08,29.34
108.75,7.2,15.59,15.52,17.45,15.45,15.84,17.43,16.37,17.19,16.29,17.64
110.25,7.2,21.28,27.12,32.92,29.79,28.6,31.48,30.48,31.96,29.92,29.15
111.75,7.2,56.62,84.38,99.8,91.99,88.53,96.49,96.29,98.48,92.69,85.62
113.25,7.2,136.69,163.88,168.78,176.81,164.06,169.95,179.76,181.36,171.5,162.72
114.75,7.2,249.1,210.17,185.49,211.84,200.52,191.74,205.17,213.62,201.53,204.51
116.25,7.2,309.62,211.23,174.76,194.27,199.37,183.8,193.57,202.28,196.37,212.69
117.75,7.2,248.28,160.42,135.2,141.47,153.05,140.79,147.74,153.05,152.22,167.9
119.25,7.2,161.7,109.45,97.48,96.89,105.68,97.81,103.65,105.5,106.98,115.39
120.75,7.2,106.04,78.39,73.91,71.41,76.35,70.17,76.24,76.88,77.96,80.69
122.25,7.2,81.6,66.84,65.36,62.88,65.48,60.71,66.11,66.14,66.72,66.72
123.75,7.2,75.38,67.89,67.07,65.82,67.19,63.33,67.83,67.7,67.19,66.43
125.25,7.2,76.88,75.34,75.66,75.99,75.94,73.82,75.75,76.07,75.11,72.93
126.75,7.2,78.4,81.18,82.76,84.53,83.36,82.81,82.06,83.25,82.06,78.12
128.25,7.2,81.32,85.75,88.76,90.93,88.77,89.43,86.89,89.23,88.08,83.51
129.75,7.2,87.58,92.85,96.65,97.04,95.74,97.22,93.09,96.44,95.66,91.71
131.25,7.2,97.61,103.43,107.11,104.38,105.76,106.41,101.89,107.1,105.45,103.56
132.75,7.2,111.49,114.78,118.16,114.15,116.94,115.2,111.72,115.66,116.18,116.15
134.25,7.2,124.11,123.99,126.83,123.69,126.87,119.97,120.87,121.16,125.98,126.78
135.75,7.2,127.14,125.41,127.48,128.26,129.63,120.27,124.25,120.21,128.74,130.9
137.25,7.2,114.71,114.59,113.87,120.12,119.44,110.86,115.47,109.52,116.09,120.8
138.75,7.2,102.6,105.25,104.02,113.11,109.78,104.89,106.98,102.24,105.94,110.87
140.25,7.2,99.14,104.97,104.41,113.87,108.94,107.86,106.87,105.13,105.69,109.26
141.75,7.2,100.96,108.61,108.82,117.52,111.68,113.78,110.6,110.49,109.75,112.05
143.25,7.2,102.55,110.08,110.56,118.43,111.68,115.32,112.47,111.44,111.7,113.47
144.75,7.2,101.44,108.32,109.01,115.58,108.63,112.41,111.39,109.65,110.56,112.08
146.25,7.2,97.61,104.77,105.44,108.99,104.39,108.02,108.42,104.86,106.75,107.9
147.75,7.2,91.83,100.64,101.5,100.5,99.8,102.86,104.25,101.35,101.64,101.48
149.25,7.2,90.21,99.85,101.05,97.8,98.69,102.8,102.64,101.44,100.16,98.77
150.75,7.2,95.42,104.18,105.25,102.9,103.1,107.78,105.86,106.73,103.99,102.49
152.25,7.2,108.18,112.99,115.05,116.22,112.42,116.45,113.59,118.16,113.89,112.76
153.75,7.2,130.18,129.01,132.5,138.3,129.41,132.09,129.01,137.21,131.87,131.75
155.25,7.2,162.17,154.13,158.65,169.09,156.04,155.5,153.96,161.98,159.65,162.28
156.75,7.2,191.51,180.11,185.46,196.4,183.72,177.9,180.76,184.01,188.43,192.97
158.25,7.2,199.63,190.36,195.32,201.6,194.82,185.99,192.45,194.73,198.34,201.44
159.75,7.2,194.17,190.11,193.41,193.17,194.38,187.33,193.55,193.38,195.98,195.55
161.25,7.2,181.45,180.16,181.11,179.14,183.68,178.01,183.85,178.53,184.17,181.36
162.75,7.2,146.21,151.7,150.08,148.71,153.1,145.35,153.4,144.75,153.76,149.99
18.75,8.6,353.1,154.06,233.5,334.65,314.01,166.55,332.54,119.51,182.77,304.88
20.25,8.6,425.39,217.3,319.7,444.49,395.96,273.77,497.93,183.59,310.92,370.25
21.75,8.6,481.8,279.25,400.58,528.59,459.87,361.9,603.05,244.04,411.62,433.34
23.25,8.6,483.58,329.05,474.22,563.11,482.32,419.09,642.48,299.23,475.11,487.93
24.75,8.6,418.77,335.3,496.5,526.27,445.85,398.32,591.31,312.77,462.39,524.34
26.25,8.6,312.41,295.49,458.5,427.33,358.17,319.17,470.21,299.59,385.21,526.16
27.75,8.6,210.65,239.37,381.23,324.41,266.07,240.46,345.11,272.79,291.01,459.05
29.25,8.6,138.66,185.88,301.47,247.53,201.79,183.79,249.15,241.13,223.13,353.98
30.75,8.6,95.86,147.52,240.51,198.22,170.81,151.3,175.64,204.68,186.16,263.93
32.25,8.6,73.06,128.47,199.02,175.59,157.17,143.83,133.81,168.59,176.24,197.48
33.75,8.6,61.98,122.41,166.08,168.87,156.37,138.74,116.98,145.45,177.92,144.5
35.25,8.6,57.13,121.93,145.47,163.3,155.97,138.56,108.05,136.41,171.01,109.59
36.75,8.6,55.46,114.95,128.58,148.23,138.93,138.44,104.02,129.61,172.33,90.23
38.25,8.6,56.04,98.57,117.78,131.76,119.76,131.55,101.71,132,169.76,78.48
39.75,8.6,62.39,92.45,122.9,123.18,109.08,133.52,98.59,148.77,174.56,80.49
41.25,8.6,79.53,102.61,159.34,133.34,119.64,151,109.5,185.56,211.9,93.73
42.75,8.6,109.51,138.27,236.41,172.63,166.33,186.65,139.49,225.62,287.06,119.27
44.25,8.6,137.46,199.2,312.05,238.67,251.06,233.95,181.48,259.97,344.02,153.09
45.75,8.6,139.27,264.36,339.24,278.87,337.32,279.83,219.69,273,324.28,191.68
47.25,8.6,115.04,289.16,312.47,231.55,307.26,304.64,240.5,251.21,260.38,222.22
48.75,8.6,83.17,226.38,253.68,175.22,224.62,253.18,231.52,204.81,196.13,197.3
50.25,8.6,59.03,148.31,174.99,135.28,148.6,179.87,171.56,163.47,150.02,148.15
51.75,8.6,46.75,97.71,131.77,110.12,106.41,125.24,123.56,116.05,117.67,102.44
53.25,8.6,45.79,83.44,120.02,101.59,95.43,107.02,109.63,97.45,121.2,82.13
54.75,8.6,60.95,106.47,150.47,126.52,130.29,131.01,136.21,114.85,152.44,92.61
56.25,8.6,109.19,182.36,235.02,185.3,214.4,218.76,213.38,176.5,228.09,148.38
57.75,8.6,197.38,291.24,371.06,279.99,331.05,321.12,326.98,284.06,358.21,229.21
59.25,8.6,238.95,306.52,418.07,320.88,354.05,323.66,323.03,367.98,434.65,245.81
60.75,8.6,174.82,181.11,244.57,191.28,208.65,196.68,174.83,286.76,273.7,163.79
62.25,8.6,103.27,79.67,94.05,74.92,83.63,82.96,65.8,135.74,106.17,85.32
63.75,8.6,51.39,35.45,33.14,26.4,33.04,33.31,25.77,49.1,38.93,42.61
65.25,8.6,18.62,16.59,13.68,9.73,15.25,15.55,12.28,17.85,16.08,17.79
66.75,8.6,9.63,11.45,9.1,5.42,10.26,10.68,9.43,9.54,9.99,10.34
68.25,8.6,12.56,14.92,12.86,6.63,13.25,13.49,14.31,11.02,13.43,12.15
